ID_Karyawan,USIA,Generasi,Status Pegawai New,Tingkatan Jabatan,Jabatan,Unit Bisnis,Lokasi Kerja,"Tgl Mulai Bekerja
(Dd/Mm/Yyyy) New",Rincian Masa Kerja New,Tanggal Berakhir Kontrak,Status Terminasi,Tanggal Terminasi (Dd/Mm/Yyyy),Status_Label,Is_Resign,Tingkatan_Jabatan_New,USIA_CLEAN,Usia_Masuk,Lokasi Kerja Group
KFA-27383,"27 Tahun, 7 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bekasi,KF 0808 Kalimanggis,2023-01-01,2.0,2025-12-31,AKTIF,,AKTIF,0,5,27.0,26.833333333333332,OTHER_LOCATION
KFA-27384,"24 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0808 Kalimanggis,2021-09-07,4.0,2025-12-15,AKTIF,,AKTIF,0,5,24.0,23.666666666666668,OTHER_LOCATION
KFA-27385,"27 Tahun, 3 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bekasi,KF 0799 Jati Mekar,2022-08-01,3.0,2026-08-01,AKTIF,,AKTIF,0,5,27.0,26.75,OTHER_LOCATION
KFA-27386,"30 Tahun, 3 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bekasi,KF 0799 Jati Mekar,2024-05-27,1.0,2026-03-26,AKTIF,,AKTIF,0,5,30.0,29.916666666666668,OTHER_LOCATION
KFA-27387,"31 Tahun, 0 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF.0583 Pasadena,2013-11-25,12.0,,AKTIF,,AKTIF,0,5,31.0,30.0,OTHER_LOCATION
KFA-27388,"28 Tahun, 0 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF.0583 Pasadena,2021-12-16,4.0,2025-12-15,AKTIF,,AKTIF,0,5,28.0,27.666666666666668,OTHER_LOCATION
KFA-27389,"33 Tahun, 4 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bekasi,KF 0858 Wisma Asri,2024-07-01,1.0,2026-06-30,AKTIF,,AKTIF,0,5,33.0,32.916666666666664,OTHER_LOCATION
KFA-27390,"30 Tahun, 8 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0858 Wisma Asri,2013-09-02,12.0,,AKTIF,,AKTIF,0,5,30.0,29.0,OTHER_LOCATION
KFA-27391,"28 Tahun, 11 Bulan",Millennials,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0869 Cibarusa,2023-10-01,2.0,2025-10-01,AKTIF,,AKTIF,0,5,28.0,27.833333333333332,OTHER_LOCATION
KFA-27392,"38 Tahun, 1 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bekasi,KF 0869 Cibarusa,2022-01-06,3.0,2027-01-05,AKTIF,,AKTIF,0,5,38.0,37.75,OTHER_LOCATION
KFA-27393,"35 Tahun, 2 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0869 Cibarusa,2010-11-22,15.0,,AKTIF,,AKTIF,0,5,35.0,33.75,OTHER_LOCATION
KFA-27394,"27 Tahun, 5 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0869 Cibarusa,2021-01-01,4.0,2026-01-01,AKTIF,,AKTIF,0,5,27.0,26.666666666666668,OTHER_LOCATION
KFA-27395,"32 Tahun, 8 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0869 Cibarusa,2013-12-16,12.0,,AKTIF,,AKTIF,0,5,32.0,31.0,OTHER_LOCATION
KFA-27396,"26 Tahun, 3 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0921 Kali Abang Bekasi,2021-03-20,4.0,2026-02-28,AKTIF,,AKTIF,0,5,26.0,25.666666666666668,OTHER_LOCATION
KFA-27397,"29 Tahun, 11 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0921 Kali Abang Bekasi,2013-06-03,12.0,,AKTIF,,AKTIF,0,5,29.0,28.0,OTHER_LOCATION
KFA-27398,"22 Tahun, 9 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0921 Kali Abang Bekasi,2024-02-01,1.0,2026-02-01,AKTIF,,AKTIF,0,5,22.0,21.916666666666668,OTHER_LOCATION
KFA-27399,"37 Tahun, 3 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bekasi,KF 0921 Kali Abang Bekasi,2024-04-07,1.0,2026-04-06,AKTIF,,AKTIF,0,5,37.0,36.916666666666664,OTHER_LOCATION
KFA-27400,"23 Tahun, 10 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0925 Jati Rahayu,2021-06-05,4.0,2026-06-05,AKTIF,,AKTIF,0,5,23.0,22.666666666666668,OTHER_LOCATION
KFA-27401,"32 Tahun, 7 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bekasi,KF 0925 Jati Rahayu,2022-03-10,3.0,2026-03-09,AKTIF,,AKTIF,0,5,32.0,31.75,OTHER_LOCATION
KFA-27402,"23 Tahun, 11 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0925 Jati Rahayu,2024-01-01,1.0,2026-01-01,AKTIF,,AKTIF,0,5,23.0,22.916666666666668,OTHER_LOCATION
KFA-27403,"38 Tahun, 2 Bulan",Millennials,PKWTT,ASISTEN MANAGER,PHARMACY MANAGER,Bekasi,KF.0618 Kranggan,2010-01-01,15.0,,AKTIF,,AKTIF,0,3,38.0,36.75,OTHER_LOCATION
KFA-27404,"23 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0661 Bintara,2025-03-01,0.0,2026-03-01,AKTIF,,AKTIF,0,5,23.0,23.0,OTHER_LOCATION
KFA-27405,"24 Tahun, 0 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0989 Jatibening,2020-05-09,5.0,2026-05-08,AKTIF,,AKTIF,0,5,24.0,23.583333333333332,OTHER_LOCATION
KFA-27406,"25 Tahun, 3 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0989 Jatibening,2023-12-01,2.0,2026-12-01,AKTIF,,AKTIF,0,5,25.0,24.833333333333332,OTHER_LOCATION
KFA-27407,"27 Tahun, 6 Bulan",Generasi Z,PKWT,PELAKSANA,PHARMACY MANAGER,Bekasi,KF 1115 Rawa Lumbu,2023-02-15,2.0,2026-02-15,AKTIF,,AKTIF,0,5,27.0,26.833333333333332,OTHER_LOCATION
KFA-27408,"27 Tahun, 8 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 1115 Rawa Lumbu,2021-03-20,4.0,2026-03-20,AKTIF,,AKTIF,0,5,27.0,26.666666666666668,OTHER_LOCATION
KFA-27409,"25 Tahun, 4 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 1017 Perumnas I,2021-03-20,4.0,2026-03-20,AKTIF,,AKTIF,0,5,25.0,24.666666666666668,OTHER_LOCATION
KFA-27410,"31 Tahun, 5 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bekasi,KF 1017 Perumnas I,2023-06-22,2.0,2026-06-21,AKTIF,,AKTIF,0,5,31.0,30.833333333333332,OTHER_LOCATION
KFA-27411,"25 Tahun, 2 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 1017 Perumnas I,2021-01-01,4.0,2025-12-31,AKTIF,,AKTIF,0,5,25.0,24.666666666666668,OTHER_LOCATION
KFA-27412,"31 Tahun, 5 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF Zamrud 2,2014-01-27,11.0,,AKTIF,,AKTIF,0,5,31.0,30.083333333333332,OTHER_LOCATION
KFA-27413,"31 Tahun, 6 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bekasi,KF Zamrud 2,2024-07-01,1.0,2026-06-30,AKTIF,,AKTIF,0,5,31.0,30.916666666666668,OTHER_LOCATION
KFA-27414,"22 Tahun, 11 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF Zamrud 2,2024-02-01,1.0,2026-02-01,AKTIF,,AKTIF,0,5,22.0,21.916666666666668,OTHER_LOCATION
KFA-27415,"49 Tahun, 10 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF Summarecon,1996-08-01,29.0,,AKTIF,,AKTIF,0,5,49.0,46.583333333333336,OTHER_LOCATION
KFA-27416,"26 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bekasi,KF Summarecon,2022-08-01,3.0,2026-08-01,AKTIF,,AKTIF,0,5,26.0,25.75,OTHER_LOCATION
KFA-27417,"24 Tahun, 7 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF Summarecon,2023-11-01,2.0,2025-11-01,AKTIF,,AKTIF,0,5,24.0,23.833333333333332,OTHER_LOCATION
KFA-27418,"24 Tahun, 1 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF Summarecon,2025-02-04,0.0,2026-02-04,AKTIF,,AKTIF,0,5,24.0,24.0,OTHER_LOCATION
KFA-27419,"26 Tahun, 2 Bulan",Generasi Z,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0799 Jati Mekar,2017-05-08,8.0,,AKTIF,,AKTIF,0,5,26.0,25.333333333333332,OTHER_LOCATION
KFA-27420,"25 Tahun, 6 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0799 Jati Mekar,2021-03-20,4.0,2026-03-19,AKTIF,,AKTIF,0,5,25.0,24.666666666666668,OTHER_LOCATION
KFA-27421,"31 Tahun, 5 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF Summarecon,2013-10-01,12.0,,AKTIF,,AKTIF,0,5,31.0,30.0,OTHER_LOCATION
KFA-27422,"24 Tahun, 10 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF JGC BEKASI,2025-02-01,0.0,2026-02-01,AKTIF,,AKTIF,0,5,24.0,24.0,OTHER_LOCATION
KFA-27423,"30 Tahun, 1 Bulan",Millennials,PKWTT,ASISTEN MANAGER,PHARMACY MANAGER,Bekasi,KF JGC BEKASI,2020-06-24,5.0,,AKTIF,,AKTIF,0,3,30.0,29.583333333333332,OTHER_LOCATION
KFA-27424,"27 Tahun, 11 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bekasi,KF JGC BEKASI,2023-11-01,2.0,2025-11-01,AKTIF,,AKTIF,0,5,27.0,26.833333333333332,OTHER_LOCATION
KFA-27425,"28 Tahun, 2 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF 1155 Katili,2023-12-26,2.0,2025-12-26,AKTIF,,AKTIF,0,5,28.0,27.833333333333332,OTHER_LOCATION
KFA-27426,"27 Tahun, 2 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,2023-10-05,2.0,2025-10-05,AKTIF,,AKTIF,0,5,27.0,26.833333333333332,KF.0007 Juanda
KFA-27427,"23 Tahun, 9 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF 1154 Parung,2024-11-06,1.0,2025-11-05,AKTIF,,AKTIF,0,5,23.0,22.916666666666668,OTHER_LOCATION
KFA-27428,"26 Tahun, 6 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0362 CIBINONG,2021-04-01,4.0,2026-03-31,AKTIF,,AKTIF,0,5,26.0,25.666666666666668,OTHER_LOCATION
KFA-27429,"41 Tahun, 3 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0348 Dramaga,2009-07-08,16.0,,AKTIF,,AKTIF,0,5,41.0,39.666666666666664,OTHER_LOCATION
KFA-27430,"50 Tahun, 3 Bulan",Generasi X,PKWTT,ASISTEN MANAGER,PHARMACY MANAGER,Bogor,KF.0595 Tajur Baru,2002-07-01,23.0,,AKTIF,,AKTIF,0,3,50.0,48.083333333333336,OTHER_LOCATION
KFA-27431,"45 Tahun, 10 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA GUDANG,Bogor,BM BOGOR,2012-12-01,13.0,,AKTIF,,AKTIF,0,5,45.0,43.916666666666664,OTHER_LOCATION
KFA-27432,"32 Tahun, 9 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bogor,KF.0362 CIBINONG,2023-09-01,2.0,2026-08-31,AKTIF,,AKTIF,0,5,32.0,31.833333333333332,OTHER_LOCATION
KFA-27433,"27 Tahun, 4 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF 0922 Cileungsi,2024-07-05,1.0,2026-07-04,AKTIF,,AKTIF,0,5,27.0,26.916666666666668,OTHER_LOCATION
KFA-27434,"46 Tahun, 7 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA PENUNJANG LAYANAN FARMASI,Bogor,KF.0007 Juanda,2012-12-01,13.0,,AKTIF,,AKTIF,0,5,46.0,44.916666666666664,KF.0007 Juanda
KFA-27435,"25 Tahun, 5 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF 0925 Jati Rahayu,2023-08-01,2.0,2026-08-01,AKTIF,,AKTIF,0,5,25.0,24.833333333333332,OTHER_LOCATION
KFA-27436,"31 Tahun, 8 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bekasi,KF 0989 Jatibening,2022-12-02,3.0,2025-12-01,AKTIF,,AKTIF,0,5,31.0,30.75,OTHER_LOCATION
KFA-27437,"25 Tahun, 11 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,2023-10-02,2.0,2025-10-02,AKTIF,,AKTIF,0,5,25.0,24.833333333333332,KF.0007 Juanda
KFA-27438,"34 Tahun, 7 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bogor,KF 1153 Citeureup,2023-07-27,2.0,2026-07-26,AKTIF,,AKTIF,0,5,34.0,33.833333333333336,OTHER_LOCATION
KFA-27439,"26 Tahun, 4 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF 1339 Cilendek,2024-08-25,1.0,2026-08-25,AKTIF,,AKTIF,0,5,26.0,25.916666666666668,OTHER_LOCATION
KFA-27440,"26 Tahun, 7 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bogor,KF 1251 Semplak,2023-09-16,2.0,2025-09-17,AKTIF,,AKTIF,0,5,26.0,25.833333333333332,OTHER_LOCATION
KFA-27441,"30 Tahun, 5 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bogor,KF 1157 Bojong Gede,2024-09-01,1.0,2026-08-31,AKTIF,,AKTIF,0,5,30.0,29.916666666666668,OTHER_LOCATION
KFA-27442,"29 Tahun, 7 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0595 Tajur Baru,2022-11-01,3.0,2025-11-01,AKTIF,,AKTIF,0,5,29.0,28.75,OTHER_LOCATION
KFA-27443,"48 Tahun, 8 Bulan",Generasi X,PKWTT,ASISTEN MANAGER,PJ. ASMAN PERFORMANCE MANAGEMENT & SUPPORT,Bogor,BM BOGOR,1999-02-01,26.0,,AKTIF,,AKTIF,0,3,48.0,45.833333333333336,OTHER_LOCATION
KFA-27444,"25 Tahun, 10 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bogor,KF.0628 Suka Hati,2023-12-04,2.0,2025-12-04,AKTIF,,AKTIF,0,5,25.0,24.833333333333332,OTHER_LOCATION
KFA-27445,"25 Tahun, 7 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,2023-10-05,2.0,2025-10-05,AKTIF,,AKTIF,0,5,25.0,24.833333333333332,KF.0007 Juanda
KFA-27446,"25 Tahun, 9 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0110,2024-02-01,1.0,2026-02-01,AKTIF,,AKTIF,0,5,25.0,24.916666666666668,OTHER_LOCATION
KFA-27447,"25 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0110,2022-11-01,3.0,2025-11-01,AKTIF,,AKTIF,0,5,25.0,24.75,OTHER_LOCATION
KFA-27448,"32 Tahun, 3 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,2011-09-01,14.0,,AKTIF,,AKTIF,0,5,32.0,30.833333333333332,KF.0007 Juanda
KFA-27449,"29 Tahun, 8 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bogor,KF 1102 Cipayung Bogor,2022-09-29,3.0,2025-09-30,AKTIF,,AKTIF,0,5,29.0,28.75,OTHER_LOCATION
KFA-27450,"44 Tahun, 8 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA PENUNJANG LAYANAN FARMASI,Bogor,KF.0007 Juanda,2002-04-01,23.0,,AKTIF,,AKTIF,0,5,44.0,42.083333333333336,KF.0007 Juanda
KFA-27451,"33 Tahun, 11 Bulan",Millennials,PKWTT,ASISTEN MANAGER,PHARMACY MANAGER,Bekasi,KF Summarecon,2016-01-01,9.0,,AKTIF,,AKTIF,0,3,33.0,32.25,OTHER_LOCATION
KFA-27452,"30 Tahun, 0 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF Summarecon,2012-01-01,13.0,,AKTIF,,AKTIF,0,5,30.0,28.916666666666668,OTHER_LOCATION
KFA-27453,"25 Tahun, 11 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF 0922 Cileungsi,2025-06-16,0.0,2025-12-15,AKTIF,,AKTIF,0,5,25.0,25.0,OTHER_LOCATION
KFA-27454,"39 Tahun, 3 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,2009-09-01,16.0,,AKTIF,,AKTIF,0,5,39.0,37.666666666666664,KF.0007 Juanda
KFA-27455,"26 Tahun, 0 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bogor,KF 1154 Parung,2023-06-10,2.0,2026-06-09,AKTIF,,AKTIF,0,5,26.0,25.833333333333332,OTHER_LOCATION
KFA-27456,"25 Tahun, 11 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0348 Dramaga,2022-10-31,3.0,2025-10-31,AKTIF,,AKTIF,0,5,25.0,24.75,OTHER_LOCATION
KFA-27457,"24 Tahun, 9 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,2025-06-26,0.0,2026-06-25,AKTIF,,AKTIF,0,5,24.0,24.0,KF.0007 Juanda
KFA-27458,"29 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bogor,KF 1107 Cibanteng,2022-12-02,3.0,2025-12-02,AKTIF,,AKTIF,0,5,29.0,28.75,OTHER_LOCATION
KFA-27459,"28 Tahun, 4 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bogor,KF 1157 Bojong Gede,2024-01-28,1.0,2026-01-27,AKTIF,,AKTIF,0,5,28.0,27.916666666666668,OTHER_LOCATION
KFA-27460,"26 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,PHARMACY MANAGER,Bogor,KF.0113 Tajur Lama,2023-10-02,2.0,2025-10-01,AKTIF,,AKTIF,0,5,26.0,25.833333333333332,OTHER_LOCATION
KFA-27461,"31 Tahun, 11 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,2012-05-01,13.0,,AKTIF,,AKTIF,0,5,31.0,29.916666666666668,KF.0007 Juanda
KFA-27462,"24 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0348 Dramaga,2022-11-02,3.0,2025-11-01,AKTIF,,AKTIF,0,5,24.0,23.75,OTHER_LOCATION
KFA-27463,"26 Tahun, 3 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bogor,KF.0007 Juanda,2023-01-26,2.0,2026-01-25,AKTIF,,AKTIF,0,5,26.0,25.833333333333332,KF.0007 Juanda
KFA-27464,"31 Tahun, 0 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bogor,KF.0007 Juanda,2022-02-05,3.0,2026-02-04,AKTIF,,AKTIF,0,5,31.0,30.75,KF.0007 Juanda
KFA-27465,"26 Tahun, 6 Bulan",Generasi Z,PKWT,PELAKSANA,Apoteker Pendamping,Bogor,KF.0348 Dramaga,2025-02-01,0.0,2026-02-01,AKTIF,,AKTIF,0,5,26.0,26.0,OTHER_LOCATION
KFA-27466,"26 Tahun, 3 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF 1153 Citeureup,2025-04-17,0.0,2025-10-16,AKTIF,,AKTIF,0,5,26.0,26.0,OTHER_LOCATION
KFA-27467,"26 Tahun, 4 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF 1153 Citeureup,2024-10-04,1.0,2025-10-03,AKTIF,,AKTIF,0,5,26.0,25.916666666666668,OTHER_LOCATION
KFA-27468,"25 Tahun, 4 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0113 Tajur Lama,2024-02-01,1.0,2026-02-01,AKTIF,,AKTIF,0,5,25.0,24.916666666666668,OTHER_LOCATION
KFA-27469,"24 Tahun, 0 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Bogor,KF.0050,2024-12-27,1.0,2025-12-26,AKTIF,,AKTIF,0,5,24.0,23.916666666666668,KF.0050
KFA-27470,"36 Tahun, 0 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0050,2009-06-12,16.0,,AKTIF,,AKTIF,0,5,36.0,34.666666666666664,KF.0050
KFA-27471,"34 Tahun, 3 Bulan",Millennials,PKWTT,ASISTEN MANAGER,PHARMACY MANAGER,Bogor,KF.0050,2016-01-01,9.0,,AKTIF,,AKTIF,0,3,34.0,33.25,KF.0050
KFA-27472,"32 Tahun, 4 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,2011-12-17,14.0,,AKTIF,,AKTIF,0,5,32.0,30.833333333333332,KF.0007 Juanda
KFA-27473,"30 Tahun, 0 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0362 CIBINONG,2013-06-10,12.0,,AKTIF,,AKTIF,0,5,30.0,29.0,OTHER_LOCATION
KFA-27474,"25 Tahun, 4 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0050,2022-11-02,3.0,2025-11-01,AKTIF,,AKTIF,0,5,25.0,24.75,KF.0050
KFA-27475,"26 Tahun, 3 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF 1107 Cibanteng,2023-06-30,2.0,2026-06-29,AKTIF,,AKTIF,0,5,26.0,25.833333333333332,OTHER_LOCATION
KFA-27476,"32 Tahun, 9 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA TI,Bogor,BM BOGOR,2015-06-01,10.0,,AKTIF,,AKTIF,0,5,32.0,31.166666666666668,OTHER_LOCATION
KFA-27477,"28 Tahun, 10 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0110,2023-12-13,2.0,2025-12-13,AKTIF,,AKTIF,0,5,28.0,27.833333333333332,OTHER_LOCATION
KFA-27478,"54 Tahun, 10 Bulan",Generasi X,PKWTT,SUPERVISOR,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,1994-02-01,31.0,,AKTIF,,AKTIF,0,4,54.0,51.416666666666664,KF.0007 Juanda
KFA-27479,"29 Tahun, 7 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0628 Suka Hati,2022-07-01,3.0,2026-06-30,AKTIF,,AKTIF,0,5,29.0,28.75,OTHER_LOCATION
KFA-27480,"32 Tahun, 9 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA PEMBELIAN,Bogor,BM BOGOR,2011-05-01,14.0,,AKTIF,,AKTIF,0,5,32.0,30.833333333333332,OTHER_LOCATION
KFA-27481,"30 Tahun, 4 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF 1339 Cilendek,2023-09-30,2.0,2025-09-30,AKTIF,,AKTIF,0,5,30.0,29.833333333333332,OTHER_LOCATION
KFA-27482,"40 Tahun, 9 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,2003-07-01,22.0,,AKTIF,,AKTIF,0,5,40.0,38.166666666666664,KF.0007 Juanda
KFA-27483,"29 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bogor,KF 1339 Cilendek,2022-10-01,3.0,2025-10-01,AKTIF,,AKTIF,0,5,29.0,28.75,OTHER_LOCATION
KFA-27484,"26 Tahun, 2 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 Juanda,2022-10-01,3.0,2025-09-30,AKTIF,,AKTIF,0,5,26.0,25.75,KF.0007 Juanda
KFA-27485,"45 Tahun, 4 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0362 CIBINONG,2003-10-01,22.0,,AKTIF,,AKTIF,0,5,45.0,43.166666666666664,OTHER_LOCATION
KFA-27486,"45 Tahun, 4 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA PEMEGANG KAS,Bogor,BM BOGOR,2002-04-01,23.0,,AKTIF,,AKTIF,0,5,45.0,43.083333333333336,OTHER_LOCATION
